uf	pred	sf
ørneklArHHn	ørneklɑrɯɯn	ørnekleriin
ʃejlArDAn	ʃejlɑrden	ʃejlerden
bɑnkɑDAn	bɑnkɑden	bɑnkɑdɑn
døkymHHn	døkymɯɯn	døkymyyn
eriʃkinlArDA	eriʃkinlɑrdɑ	eriʃkinlerde
huzursHzlHk	huzursizlik	huzursuzluk
iʧimDA	iʧimdɑ	iʧimde
ihrɑʤɑtDA	ihrɑʤɑtte	ihrɑʤɑttɑ
iliʃkiDA	iliʃkite	iliʃkide
kɑldɯrHp	kɑldɯrup	kɑldɯrɯp
komisjonDA	komisjonde	komisjondɑ
mɑterjɑlHn	mɑterjɑlɯn	mɑterjɑlin
onnʤH	onnʤi	onnʤu
syryʤylArH	syryʤylɑrɯ	syryʤyleri
tɑhminlArH	tɑhminlɑrɯ	tɑhminleri
tɑnɯmlAAn	tɑnɯmleen	tɑnɯmlɑɑn
tebliɰlAr	tebliɰlɑr	tebliɰler
testlArHn	testlɑrɯn	testlerin
jyzejlArDA	jyzejlɑrdɑ	jyzejlerde
jɑtArAk	jɑterek	jɑtɑrɑk
jijeʤeklArH	jijeʤeklɑrɯ	jijeʤekleri
zijɑretDA	zijɑretde	zijɑrette
ønʤyH	ønʤyi	ønʤyy
ɑʃɑmɑDAn	ɑʃɑmɑden	ɑʃɑmɑdɑn
byjytmA	byjytmɑ	byjytme
birimlArDA	birimlɑrdɑ	birimlerde
fɑizlArH	fɑizlɑrɯ	fɑizleri
ithɑlɑtʧH	ithɑlɑtʧi	ithɑlɑtʧɯ
kɑlmAksHzHn	kɑlmɑksizin	kɑlmɑksɯzɯn
olgunlHk	olgunlik	olgunluk
pijɑsɑDAn	pijɑsɑden	pijɑsɑdɑn
syrmADA	syrmɑdɑ	syrmete
sɑnɑtʧHlArH	sɑnɑtʧileri	sɑnɑtʧɯlɑrɯ
sɑjmHzDA	sɑjmizde	sɑjmɯzdɑ
sijɑsetDA	sijɑsetde	sijɑsette
toplummHzHn	toplummizin	toplummuzun
jɯldɯzH	jɯldɯzi	jɯldɯzɯ
ʧɯkmADA	ʧɯkmɑdɑ	ʧɯkmɑtɑ
denizlAr	denizlɑr	denizler
gøryʃlArHn	gøryʃlɑrɯn	gøryʃlerin
gøzlemlArH	gøzlemlɑrɯ	gøzlemleri
grɑfiklArH	grɑfiklɑrɯ	grɑfikleri
kɑrɑrlArDA	kɑrɑrlerdɑ	kɑrɑrlɑrdɑ
kɑrtnHzHn	kɑrtnizin	kɑrtnɯzɯn
kɑzɑnʧlH	kɑzɑnʧli	kɑzɑnʧlɯ
mydyrmHz	mydyrmiz	mydyrmyz
memurlArHHn	memurleriin	memurlɑrɯɯn
modellArDA	modellɑrdɑ	modellerde
modellArHHn	modellɑrɯɯn	modelleriin
sɯnɑvDAn	sɯnɑvden	sɯnɑvdɑn
sevijeDAki	sevijeteki	sevijedeki
solDA	solde	soldɑ
solDAn	solden	soldɑn
ujArAk	ujerek	ujɑrɑk
ʧevirmA	ʧevirmɑ	ʧevirme
ʃɑrtlH	ʃɑrtli	ʃɑrtlɯ
ɑdɑjlArDAn	ɑdɑjlɑrden	ɑdɑjlɑrdɑn
bøʤeklAr	bøʤeklɑr	bøʤekler
binHn	binun	binin
dønDHkDAn	døntikten	døndykten
dønemlArA	dønemlɑrɑ	dønemlere
døvHʃ	døvɯʃ	døvyʃ
derneklArHn	derneklɑrɯn	derneklerin
dillArDA	dillɑrdɑ	dillerde
elnHzA	elnɯzɑ	elnize
enstitylArH	enstitylɑrɯ	enstityleri
gøzlH	gøzlɯ	gøzly
gelmAAn	gelmɑɑn	gelmeen
hykymetDAn	hykymetden	hykymetten
hɑtɑsHz	hɑtɑsiz	hɑtɑsɯz
kɑrtlH	kɑrtli	kɑrtlɯ
mɑlA	mɑle	mɑlɑ
merkezlArHn	merkezlɑrɯn	merkezlerin
onɑjlAr	onɑjler	onɑjlɑr
ortɑmDAki	ortɑmdeki	ortɑmdɑki
sɯnɑvHHn	sɯnɑviin	sɯnɑvɯɯn
tiplArHHn	tiplɑrɯɯn	tipleriin
toplumDAn	toplumden	toplumdɑn
uʧAn	uʧen	uʧɑn
jetiʃkinlAr	jetiʃkinlɑr	jetiʃkinler
ʧekilmA	ʧekilmɑ	ʧekilme
yjelHklArH	yjeliklɑrɯ	yjelikleri
ɑlmADAn	ɑlmɑden	ɑlmɑtɑn
ɑlternɑtiflArH	ɑlternɑtiflɑrɯ	ɑlternɑtifleri
bølymlArDAn	bølymlɑrden	bølymlerden
bildirArAk	bildirɑrɑk	bildirerek
girmAH	girmɑɯ	girmei
hɑkimlAr	hɑkimlɑr	hɑkimler
kɑrtnHzH	kɑrtnizi	kɑrtnɯzɯ
lɑborɑtuvɑrlAr	lɑborɑtuvɑrler	lɑborɑtuvɑrlɑr
sɑnɑtkɑrlAr	sɑnɑtkɑrler	sɑnɑtkɑrlɑr
seferDA	seferdɑ	seferde
jyklAnAn	jyklɑnɑn	jyklenen
jenilHklArA	jeniliklɑrɑ	jeniliklere
ɯslɑhH	ɯslɑhi	ɯslɑhɯ
ʃenliklArH	ʃenliklɑrɯ	ʃenlikleri
ɑntibijotiklAr	ɑntibijotiklɑr	ɑntibijotikler
byjyDHkʧA	byjydikʧe	byjydykʧe
bedellArHHn	bedellɑrɯɯn	bedelleriin
dønyʃAn	dønyʃɑn	dønyʃen
depremlArHn	depremlɑrɯn	depremlerin
gørmADA	gørmɑdɑ	gørmete
insɑnDAn	insɑnden	insɑndɑn
izinlAr	izinlɑr	izinler
literɑtyrDA	literɑtyrdɑ	literɑtyrde
noktɑlArDAn	noktɑlɑrden	noktɑlɑrdɑn
pɑdiʃɑhHn	pɑdiʃɑhin	pɑdiʃɑhɯn
syrtynmA	syrtynmɑ	syrtynme
uluslH	ulusli	uluslu
ulusH	ulusi	ulusu
virysHn	virysɯn	virysyn
jɑpAbilmAH	jɑpɑbilmɑɯ	jɑpɑbilmei
ɑdreslAr	ɑdreslɑr	ɑdresler
ɑltA	ɑlte	ɑltɑ
bɑrɯʃʧH	bɑrɯʃʧi	bɑrɯʃʧɯ
bɑsHp	bɑsip	bɑsɯp
bugynlArA	bugynlɑrɑ	bugynlere
gøryʃlArnHzH	gøryʃlɑrnizi	gøryʃlernizi
gyrsAl	gyrsɑl	gyrsel
hykymlHlAr	hykymliler	hykymlyler
iʃlemlArnHzH	iʃlemlɑrnizi	iʃlemlernizi
imɑʒH	imɑʒi	imɑʒɯ
kullɑnmADAn	kullɑnmɑden	kullɑnmɑtɑn
otellArDA	otellɑrdɑ	otellerde
jykHn	jykin	jykyn
øɰretmenlArHHn	øɰretmenlɑrɯɯn	øɰretmenleriin
ørgytlAnmAH	ørgytlɑnmɑɯ	ørgytlenmei
gøryntylAmA	gøryntylɑmɑ	gøryntyleme
hyʤrelArDA	hyʤrelerdɑ	hyʤrelerde
hɑsɑrlAr	hɑsɑrler	hɑsɑrlɑr
kesimlAr	kesimlɑr	kesimler
pɑtentHn	pɑtentɯn	pɑtentin
sɯnɯrlArHn	sɯnɯrlerin	sɯnɯrlɑrɯn
sɑtmAA	sɑtmee	sɑtmɑɑ
tetkiklArH	tetkiklɑrɯ	tetkikleri
ujumlHlHk	ujumlɯlɯk	ujumluluk
jɑpmAnHzH	jɑpmɑnɯzi	jɑpmɑnɯzɯ
ʧɑɰmHzDA	ʧɑɰmizde	ʧɑɰmɯzdɑ
øzgyrlHklArHn	øzgyrliklɑrɯn	øzgyrlyklerin
ɑʧɯkʧAH	ɑʧɯkʧei	ɑʧɯkʧɑɯ
bølymmHzDA	bølymmizde	bølymmyzde
bileʃiklAr	bileʃiklɑr	bileʃikler
bojutA	bojute	bojutɑ
dɯʃDAn	dɯʃden	dɯʃtɑn
dyʃmɑnlHk	dyʃmɑnlik	dyʃmɑnlɯk
emzirmA	emzirmɑ	emzirme
gøryʃlArA	gøryʃlɑrɑ	gøryʃlere
kɑnɑllH	kɑnɑlli	kɑnɑllɯ
kesimlArHn	kesimlɑrɯn	kesimlerin
kodlH	kodlɯ	kodlu
kontrolA	kontrolɑ	kontrole
merɑklH	merɑkli	merɑklɯ
miktɑrlAr	miktɑrler	miktɑrlɑr
pɑmuklH	pɑmukli	pɑmuklu
risklArHn	risklɑrɯn	risklerin
sɯklHkDA	sɯklikte	sɯklɯktɑ
sɑbɯrlH	sɑbɯrli	sɑbɯrlɯ
sevijelArDA	sevijelerdɑ	sevijelerde
ʧeklAr	ʧeklɑr	ʧekler
ølʧmA	ølʧmɑ	ølʧme
ɑkHp	ɑkip	ɑkɯp
besinlAr	besinlɑr	besinler
denejimlAr	denejimlɑr	denejimler
gøryʃArAk	gøryʃɑrɑk	gøryʃerek
impɑrɑtorlHk	impɑrɑtorlik	impɑrɑtorluk
køjlHlArHn	køjlilerin	køjlylerin
kɑtAn	kɑten	kɑtɑn
linklArH	linklɑrɯ	linkleri
mɑhijetDA	mɑhijetde	mɑhijette
tɑleplArHHn	tɑleplɑrɯɯn	tɑlepleriin
verAʤAklArH	vereʤeklɑrɯ	vereʤekleri
jɑʃɑmADA	jɑʃɑmɑdɑ	jɑʃɑmɑtɑ
ʧɑlɯʃmADAn	ʧɑlɯʃmɑden	ʧɑlɯʃmɑdɑn
ysH	ysi	ysy
ɑdresnHz	ɑdresnɯz	ɑdresniz
ɑkHʃHHn	ɑkiʃiin	ɑkɯʃɯɯn
birejA	birejɑ	bireje
bozHʤH	boziʤi	bozuʤu
diʃlArHn	diʃlɑrɯn	diʃlerin
durgunlHk	durgunlik	durgunluk
dujHnʤA	dujinʤe	dujunʤɑ
eɰilimlArH	eɰilimlɑrɯ	eɰilimleri
ellArDA	ellɑrdɑ	ellerde
filmlArHn	filmlɑrɯn	filmlerin
firmɑnHzHn	firmɑnɯzin	firmɑnɯzɯn
hukukʧH	hukukʧi	hukukʧu
kimjɑsAllAr	kimjɑsɑller	kimjɑsɑllɑr
kirlAnmA	kirlɑnmɑ	kirlenme
kitɑpDAn	kitɑpden	kitɑptɑn
konumHz	konumiz	konumuz
meʤlislArH	meʤlislɑrɯ	meʤlisleri
pɑnoH	pɑnoi	pɑnou
subɑjlAr	subɑjler	subɑjlɑr
topA	tope	topɑ
toplummHzDA	toplummizde	toplummuzdɑ
verimsHz	verimsɯz	verimsiz
ørmA	ørmɑ	ørme
ʃiʃmA	ʃiʃmɑ	ʃiʃme
ɑkɯlDA	ɑkɯlde	ɑkɯldɑ
ɑksesuɑrlAr	ɑksesuɑrler	ɑksesuɑrlɑr
ɑvH	ɑvi	ɑvɯ
ɑjrɯʤɑlɯklH	ɑjrɯʤɑlɯkli	ɑjrɯʤɑlɯklɯ
dyʃynmADAn	dyʃynmɑden	dyʃynmeden
dekɑnlHk	dekɑnlik	dekɑnlɯk
doktornHzA	doktornize	doktornuzɑ
etmenlAr	etmenlɑr	etmenler
gørynymA	gørynymɑ	gørynyme
girDHklArH	girtɯklɑrɯ	girdikleri
iʧermAH	iʧermɑɯ	iʧermei
kɑmpDA	kɑmpde	kɑmptɑ
kɑrdeʃlHk	kɑrdeʃlɯk	kɑrdeʃlik
mektupDA	mektupde	mektuptɑ
oɰullArH	oɰulleri	oɰullɑrɯ
sɑntrɑlH	sɑntrɑlɯ	sɑntrɑli
tɑʃɯmAAn	tɑʃɯmeen	tɑʃɯmɑɑn
tɑleplArHn	tɑleplɑrɯn	tɑleplerin
tɑnɯmlAHʤH	tɑnɯmleiʤi	tɑnɯmlɑɯʤɯ
tesisA	tesisɑ	tesise
tezlH	tezlɯ	tezli
jøreDAki	jøreteki	jøredeki
ʧɯkHʃlArH	ʧɯkuʃlɑrɯ	ʧɯkɯʃlɑrɯ
ʧøzymlArA	ʧøzymlɑrɑ	ʧøzymlere
ʧevirmA	ʧevirmɑ	ʧevirme
ɯsrɑrlH	ɯsrɑrli	ɯsrɑrlɯ
ɑlɯnmADA	ɑlɯnmɑdɑ	ɑlɯnmɑtɑ
ɑlmAnHzH	ɑlmɑnɯzi	ɑlmɑnɯzɯ
besinlArHn	besinlɑrɯn	besinlerin
fɑizlAr	fɑizlɑr	fɑizler
hɑvɑDAki	hɑvɑdeki	hɑvɑdɑki
hedeflArHHn	hedeflɑrɯɯn	hedefleriin
kɑlemlArH	kɑlemlɑrɯ	kɑlemleri
kesinlAʃAn	kesinlɑʃɑn	kesinleʃen
sɑɰDA	sɑɰde	sɑɰdɑ
sɑjfɑmHzDA	sɑjfɑmɯzde	sɑjfɑmɯzdɑ
servislArHHn	servislɑrɯɯn	servisleriin
sesA	sesɑ	sese
tɑnɯklHk	tɑnɯklik	tɑnɯklɯk
jenilAmA	jenilɑmɑ	jenileme
ʧøzHʤH	ʧøzyʤi	ʧøzyʤy
ʃɑrtsHz	ʃɑrtsiz	ʃɑrtsɯz
ystDAn	ystden	ystten
ɑrkɑdɑʃmHzHn	ɑrkɑdɑʃmizin	ɑrkɑdɑʃmɯzɯn
dønmAA	dønmɑɑ	dønmee
demADAn	demɑden	demeden
diʃlArH	diʃlɑrɯ	diʃleri
fotoɰrɑfʧHlHk	fotoɰrɑfʧilik	fotoɰrɑfʧɯlɯk
fotoɰrɑfʧHlAr	fotoɰrɑfʧiler	fotoɰrɑfʧɯlɑr
hyzynlH	hyzynli	hyzynly
hɑjɑtmHzDA	hɑjɑtmizde	hɑjɑtmɯzdɑ
insɑnmHzHn	insɑnmizin	insɑnmɯzɯn
kɑtArAk	kɑterek	kɑtɑrɑk
pɑrɑsHz	pɑrɑsiz	pɑrɑsɯz
syrelArDA	syrelerdɑ	syrelerde
sytʧH	sytʧi	sytʧy
sytunDA	sytunde	sytundɑ
tɑhminlAr	tɑhminlɑr	tɑhminler
jɑjɯnDA	jɑjɯnde	jɑjɯndɑ
ʧekimlArH	ʧekimlɑrɯ	ʧekimleri
ødyllH	ødylli	ødylly
ødemelArDA	ødemelerdɑ	ødemelerde
ʃiʃmɑnlHk	ʃiʃmɑnlik	ʃiʃmɑnlɯk
yrynlArDAn	yrynlɑrden	yrynlerden
ɑksesuɑrlArH	ɑksesuɑrleri	ɑksesuɑrlɑrɯ
ɑsɯllH	ɑsɯlli	ɑsɯllɯ
bileʃiklArH	bileʃiklɑrɯ	bileʃikleri
bulmADA	bulmɑdɑ	bulmɑtɑ
bulutlAr	bulutler	bulutlɑr
dyʃynsAl	dyʃynsɑl	dyʃynsel
gyʧDA	gyʧde	gyʧte
geʧirmAA	geʧirmɑɑ	geʧirmee
illArDAn	illɑrden	illerden
ipH	ipɯ	ipi
istɑtistiklArH	istɑtistiklɑrɯ	istɑtistikleri
kɑnɑtlArH	kɑnɑtleri	kɑnɑtlɑrɯ
meslektɑʃlArmHz	meslektɑʃlɑrmiz	meslektɑʃlɑrmɯz
modernlAʃmA	modernlɑʃmɑ	modernleʃme
olArAkDA	olɑrɑkte	olɑrɑktɑ
otobyslArH	otobyslɑrɯ	otobysleri
ryzgɑrlAr	ryzgɑrler	ryzgɑrlɑr
ruhsɑtlH	ruhsɑtli	ruhsɑtlɯ
sergilAnAn	sergilɑnɑn	sergilenen
tɑlimɑtlArH	tɑlimɑtleri	tɑlimɑtlɑrɯ
tɑnkH	tɑnki	tɑnkɯ
tiplAr	tiplɑr	tipler
ʧoʤuklArDAn	ʧoʤuklɑrden	ʧoʤuklɑrdɑn
ʃeffɑflHk	ʃeffɑflik	ʃeffɑflɯk
dønyʃmAH	dønyʃmɑɯ	dønyʃmei
denizlArDA	denizlɑrdɑ	denizlerde
disklAr	disklɑr	diskler
dokuznʤH	dokuznʤi	dokuznʤu
dostʧA	dostʧe	dostʧɑ
elmA	elmɑ	elme
gyʧlyklArH	gyʧlyklɑrɯ	gyʧlykleri
hɑreketlHlHk	hɑreketlɯlɯk	hɑreketlilik
iʃverenlAr	iʃverenlɑr	iʃverenler
indirimlAr	indirimlɑr	indirimler
konsoloslHk	konsoloslik	konsolosluk
kurɑlA	kurɑle	kurɑlɑ
mysteʃɑrlHkʧA	mysteʃɑrlikʧe	mysteʃɑrlɯkʧɑ
nerelArDA	nerelerdɑ	nerelerde
progrɑmlArDAn	progrɑmlɑrden	progrɑmlɑrdɑn
rektørHn	rektørɯn	rektøryn
ruhsɑtsHz	ruhsɑtsiz	ruhsɑtsɯz
sɑʧlH	sɑʧli	sɑʧlɯ
silɑhHn	silɑhin	silɑhɯn
tɑnɯmAAn	tɑnɯmeen	tɑnɯmɑɑn
telefonnHzHn	telefonnizin	telefonnuzun
tetkiklAr	tetkiklɑr	tetkikler
ʧɯrɑklHk	ʧɯrɑklik	ʧɯrɑklɯk
ʧoʤukDAn	ʧoʤukden	ʧoʤuktɑn
ʃikɑjetlArHn	ʃikɑjetlɑrɯn	ʃikɑjetlerin
ɑlAbilmAH	ɑlɑbilmɑɯ	ɑlɑbilmei
denejimA	denejimɑ	denejime
editørH	editøri	editøry
fɑrkHn	fɑrkin	fɑrkɯn
gynHHn	gyniin	gynyyn
kɑtɯlDHklArH	kɑtɯldiklɑrɯ	kɑtɯldɯklɑrɯ
olumsuzlHklAr	olumsuzlɯklɑr	olumsuzluklɑr
sɑjgɯlArmH	sɑjgɯlɑrmi	sɑjgɯlɑrmɯ
senetlArHHn	senetlɑrɯɯn	senetleriin
sorulArnHzH	sorulɑrnizi	sorulɑrnɯzɯ
telefonnHzA	telefonnize	telefonnuzɑ
turistlArHn	turistlɑrɯn	turistlerin
jønetimlArH	jønetimlɑrɯ	jønetimleri
jyklArH	jyklɑrɯ	jykleri
jɑʃDAn	jɑʃten	jɑʃtɑn
ɑdnHzH	ɑdnizi	ɑdnɯzɯ
ɑtlAr	ɑtler	ɑtlɑr
ɑvA	ɑve	ɑvɑ
byltenlArH	byltenlɑrɯ	byltenleri
bɑnkɑlArDAn	bɑnkɑlɑrden	bɑnkɑlɑrdɑn
belgelArDA	belgelerdɑ	belgelerde
bozmA	bozme	bozmɑ
gyʧsHz	gyʧsiz	gyʧsyz
gylAn	gylɑn	gylen
gyndyzlArH	gyndyzlɑrɯ	gyndyzleri
gerʧeklAʃmA	gerʧeklɑʃmɑ	gerʧekleʃme
kullAnHʤHlH	kullɑnɯʤili	kullɑnɯʤɯlɯ
metɑllArHn	metɑllɑrɯn	metɑllerin
oluʃmADA	oluʃmɑdɑ	oluʃmɑtɑ
pyryzsHz	pyryzsiz	pyryzsyz
primlArH	primlɑrɯ	primleri
proteinlAr	proteinlɑr	proteinler
rekɑbetDA	rekɑbetde	rekɑbette
sɑɑtHn	sɑɑtɯn	sɑɑtin
sipɑriʃlAr	sipɑriʃlɑr	sipɑriʃler
tyketimA	tyketimɑ	tyketime
temizlAr	temizlɑr	temizler
terørH	terøri	terøry
tozlH	tozlɯ	tozlu
ʧɯkHʃlH	ʧɯkuʃlɯ	ʧɯkɯʃlɯ
ʧɑlɯʃɑnlArmHzHn	ʧɑlɯʃɑnlɑrmizin	ʧɑlɯʃɑnlɑrmɯzɯn
ʧɑlɯʃmAlArmHzDA	ʧɑlɯʃmɑlɑrmizde	ʧɑlɯʃmɑlɑrmɯzdɑ
ødemADA	ødemɑdɑ	ødemede
ʃehirDAki	ʃehirteki	ʃehirdeki
ɑʧɯkDAn	ɑʧɯkden	ɑʧɯktɑn
ɑletlArHn	ɑletlɑrɯn	ɑletlerin
bɑʃmHzA	bɑʃmize	bɑʃmɯzɑ
bɑkɑnlɯkDAn	bɑkɑnlɯkden	bɑkɑnlɯktɑn
bɑkmADAn	bɑkmɑden	bɑkmɑdɑn
bejɑnDA	bejɑnte	bejɑndɑ
buluʃH	buluʃɯ	buluʃu
buzlH	buzlɯ	buzlu
dønHʃDA	dønuʃte	dønyʃte
desteklArH	desteklɑrɯ	destekleri
dillArHn	dillɑrɯn	dillerin
etkenlArDAn	etkenlɑrden	etkenlerden
frekɑnslH	frekɑnsli	frekɑnslɯ
gøndermAnHz	gøndermɑnɯz	gøndermeniz
iʧeʤeklAr	iʧeʤeklɑr	iʧeʤekler
kɑdroHn	kɑdroin	kɑdroun
kɑrʃɯmHzDA	kɑrʃɯmizde	kɑrʃɯmɯzdɑ
koʃulsHz	koʃulsiz	koʃulsuz
modellAnmAH	modellɑnmɑɯ	modellenmei
mutfɑkDA	mutfɑkte	mutfɑktɑ
sɑɰlɑDHklArH	sɑɰlɑtɯklɑrɯ	sɑɰlɑdɯklɑrɯ
tɯklAHp	tɯkleip	tɯklɑɯp
tijɑtroHn	tijɑtroin	tijɑtroun
zorlɑAn	zorlɑen	zorlɑɑn
ʧɑlɯʃDHkDAn	ʧɑlɯʃtikten	ʧɑlɯʃtɯktɑn
ørneklArDAn	ørneklɑrden	ørneklerden
ʃehirlArɑrɑsɯ	ʃehirlɑrɑrɑsɯ	ʃehirlerɑrɑsɯ
ɑdnHzA	ɑdnize	ɑdnɯzɑ
ɑrɑʤɯnHzHn	ɑrɑʤɯnɯzin	ɑrɑʤɯnɯzɯn
byjyklHklArH	byjykliklɑrɯ	byjyklykleri
byjyklHkDAki	byjyklikteki	byjyklykteki
beʃDA	beʃde	beʃte
borʧlHHn	borʧliin	borʧluun
denetimlArH	denetimlɑrɯ	denetimleri
gørDHkDAn	gørtikten	gørdykten
geʧHʃlAr	geʧiʃlɑr	geʧiʃler
girmADA	girmɑdɑ	girmete
hɑberleʃmAH	hɑberleʃmɑɯ	hɑberleʃmei
hepnHz	hepnɯz	hepniz
isimlArHn	isimlɑrɯn	isimlerin
kyʧylmA	kyʧylmɑ	kyʧylme
kemiklArH	kemiklɑrɯ	kemikleri
kimliklArH	kimliklɑrɯ	kimlikleri
kirlAnmAH	kirlɑnmɑɯ	kirlenmei
kooperɑtiflArH	kooperɑtiflɑrɯ	kooperɑtifleri
lifA	lifɑ	life
pɑrlɑAn	pɑrlɑen	pɑrlɑɑn
prosedyrH	prosedyri	prosedyry
syryʤylArHn	syryʤylɑrɯn	syryʤylerin
sɑjfɑDAki	sɑjfɑdeki	sɑjfɑdɑki
unsurlArDAn	unsurlerden	unsurlɑrdɑn
vermAmAH	vermɑmɑɯ	vermemei
vurgulɑArAk	vurgulɑerek	vurgulɑɑrɑk
jøntemlArA	jøntemlɑrɑ	jøntemlere
jykymlHlHklAr	jykymlɯlɯklɑr	jykymlylykler
ʧɑlɯʃmAmHz	ʧɑlɯʃmemiz	ʧɑlɯʃmɑmɯz
ʧoɰunlukDA	ʧoɰunlukte	ʧoɰunluktɑ
ølymlArH	ølymlɑrɯ	ølymleri
ynH	yni	yny
ɑlɑʤɑklH	ɑlɑʤɑkli	ɑlɑʤɑklɯ
ɑvukɑtA	ɑvukɑte	ɑvukɑtɑ
ɑjɑrlH	ɑjɑrli	ɑjɑrlɯ
dɑkikɑDAn	dɑkikɑden	dɑkikɑdɑn
dolɑrDAn	dolɑrden	dolɑrdɑn
ekiplArHHn	ekiplɑrɯɯn	ekipleriin
ejlemlArHn	ejlemlɑrɯn	ejlemlerin
gøʧH	gøʧi	gøʧy
gørevlArDA	gørevlerdɑ	gørevlerde
gørmADAn	gørmɑden	gørmeten
gɑlɑtA	gɑlɑte	gɑlɑtɑ
gerʧeklArA	gerʧeklɑrɑ	gerʧeklere
iplAr	iplɑr	ipler
kɑlɯnlHk	kɑlɯnlik	kɑlɯnlɯk
kitɑplArDAn	kitɑplɑrden	kitɑplɑrdɑn
miktɑrDAki	miktɑrdeki	miktɑrdɑki
pɑrlɑklHk	pɑrlɑklik	pɑrlɑklɯk
sɑntrɑllAr	sɑntrɑller	sɑntrɑllɑr
sokAn	soken	sokɑn
tɑʃɯArAk	tɑʃɯerek	tɑʃɯɑrɑk
telefonnHzH	telefonnizi	telefonnuzu
teminɑtA	teminɑte	teminɑtɑ
teminɑtlArH	teminɑtleri	teminɑtlɑrɯ
usullArA	usullɑrɑ	usullere
jøntemlArDAn	jøntemlɑrden	jøntemlerden
jɑʃɑmDAn	jɑʃɑmden	jɑʃɑmdɑn
jɑnsɯmAlArH	jɑnsɯmeleri	jɑnsɯmɑlɑrɯ
zehirlAnmA	zehirlɑnmɑ	zehirlenme
ʧɑlɯʃmADAn	ʧɑlɯʃmɑden	ʧɑlɯʃmɑtɑn
ʃɑnlH	ʃɑnli	ʃɑnlɯ
ɑrɑʧlArDAn	ɑrɑʧlɑrden	ɑrɑʧlɑrdɑn
ɑrkɑdɑʃlArmHzA	ɑrkɑdɑʃlɑrmize	ɑrkɑdɑʃlɑrmɯzɑ
birimDA	birimdɑ	birimde
ʤisimlArHn	ʤisimlɑrɯn	ʤisimlerin
deɰiʃimlArA	deɰiʃimlɑrɑ	deɰiʃimlere
køpeklAr	køpeklɑr	køpekler
køjHHn	køjɯɯn	køjyyn
kemiklArHn	kemiklɑrɯn	kemiklerin
kooperɑtiflAr	kooperɑtiflɑr	kooperɑtifler
myhendislArHHn	myhendislɑrɯɯn	myhendisleriin
nedenlArHn	nedenlɑrɯn	nedenlerin
progrɑmlH	progrɑmli	progrɑmlɯ
rɑdjoH	rɑdjoi	rɑdjou
tørenlArH	tørenlɑrɯ	tørenleri
uɰurlH	uɰurli	uɰurlu
jɑnmHzDA	jɑnmizde	jɑnmɯzdɑ
zɑrɑrsHz	zɑrɑrsiz	zɑrɑrsɯz
zorlAHʤH	zorleiʤi	zorlɑɯʤɯ
ʧɑlɯʃmɑlArnHzDA	ʧɑlɯʃmɑlɑrnizde	ʧɑlɯʃmɑlɑrnɯzdɑ
ʧokʧA	ʧokʧe	ʧokʧɑ
ølmA	ølmɑ	ølme
ɑdɑDAki	ɑdɑdeki	ɑdɑdɑki
birimlArDAn	birimlɑrden	birimlerden
birliklArHn	birliklɑrɯn	birliklerin
dyʃAnH	dyʃɑnɯ	dyʃeni
deɰerDA	deɰerdɑ	deɰerde
ejlemlArA	ejlemlɑrɑ	ejlemlere
geʧmADA	geʧmɑdɑ	geʧmete
genʧlArmHzHn	genʧlɑrmizin	genʧlermizin
insɑnlArmHzHn	insɑnlɑrmizin	insɑnlɑrmɯzɯn
kɑnɑlA	kɑnɑle	kɑnɑlɑ
kɑrDAn	kɑrden	kɑrdɑn
kontrolHHn	kontroliin	kontrolyyn
menylAr	menylɑr	menyler
portføjH	portføji	portføjy
rolA	rolɑ	role
tɑbloDAki	tɑbloteki	tɑblodɑki
yrynlArmHzH	yrynlɑrmizi	yrynlermizi
ʤisimlAr	ʤisimlɑr	ʤisimler
ʤumhurijetnHn	ʤumhurijetnun	ʤumhurijetnin
denizlArHn	denizlɑrɯn	denizlerin
eʃlAr	eʃlɑr	eʃler
fɑɑlijetDAn	fɑɑlijetden	fɑɑlijetten
gøtyrHp	gøtyrup	gøtyryp
geʧirmAH	geʧirmɑɯ	geʧirmei
getirAbilmA	getirɑbilmɑ	getirebilme
kɑsɯtlH	kɑsɯtli	kɑsɯtlɯ
kɑzɑnDHklArH	kɑzɑntɯklɑrɯ	kɑzɑndɯklɑrɯ
kɑzmA	kɑzme	kɑzmɑ
kesimlArHHn	kesimlɑrɯɯn	kesimleriin
kirɑlAAn	kirɑleen	kirɑlɑɑn
kitɑplHk	kitɑplik	kitɑplɯk
kodHHn	kodɯɯn	koduun
nesillArA	nesillɑrɑ	nesillere
syreʧlArHHn	syreʧlɑrɯɯn	syreʧleriin
sporlAr	sporler	sporlɑr
tymørHn	tymørɯn	tymøryn
uʧlH	uʧli	uʧlu
uzɑklɯkDAki	uzɑklɯkteki	uzɑklɯktɑki
jɑtɑkDA	jɑtɑkte	jɑtɑktɑ
zɑrɑrlArDAn	zɑrɑrlerden	zɑrɑrlɑrdɑn
ʧevirArAk	ʧevirɑrɑk	ʧevirerek
ønʤeliklArH	ønʤeliklɑrɯ	ønʤelikleri
ɑrzH	ɑrzi	ɑrzɯ
bildirmA	bildirmɑ	bildirme
deɰerlendirmAHn	deɰerlendirmɑɯn	deɰerlendirmein
